Utterance,Sentences,Translated Sentences,Dialog Acts
关于生命起源的假说理论，如果说起源于RNA环境，那么RNA环境又是怎么起源的呢？ 化学只能从原子甚至分子层面进行研究，而物理学则能从量子层面进行探索。,"['关于生命起源的假说理论，如果说起源于RNA环境，那么RNA环境又是怎么起源的呢？', '化学只能从原子甚至分子层面进行研究，而物理学则能从量子层面进行探索。']","['Regarding the hypothetical theory of the origin of life, if it originated from the RNA environment, how did the RNA environment originate?', 'Chemistry can only be studied at the atomic or even molecular level, while physics can be explored at the quantum level.']","[('qw',), ('sd',)]"
角色介紹主要是為下面介紹故事時服務的，比如故事章節提到Toriel，角色介紹裡就可以說明Toriel是誰、有甚麼背景。 Toriel最後的走向在故事介紹段落說明就可以了。,"['角色介紹主要是為下面介紹故事時服務的，比如故事章節提到Toriel，角色介紹裡就可以說明Toriel是誰、有甚麼背景。', 'Toriel最後的走向在故事介紹段落說明就可以了。']","['The character introduction is mainly for the following introduction of the story. For example, when Toriel is mentioned in the story chapter, the character introduction can explain who Toriel is and what background he has.', ""Toriel's final direction can be explained in the introduction paragraph of the story.""]","[('sd',), ('sd',)]"
在泰國從未見過有「估忒」兩字來稱呼กรุงเทพ / Krung Thep，華人社區只見「泰京」。 在google搜尋後，發現用「估忒」的結果全是複製自維基百科。,"['在泰國從未見過有「估忒」兩字來稱呼กรุงเทพ / Krung Thep，華人社區只見「泰京」。', '在google搜尋後，發現用「估忒」的結果全是複製自維基百科。']","['In Thailand, I have never seen the word ""Guitu"" to call กรุงเทพ / Krung Thep, and the Chinese community only sees ""Thai Jing"".', 'After searching on google, I found that the results of ""estimating"" were all copied from Wikipedia.']","[('sd',), ('sd',)]"
日文的「師團」條目直接連結到英文的Division (Army)，考慮一下要不要把本條目合併到中文的「師」吧。 —以上未簽名的留言是由超限術士（對話 -{|}- 貢獻）加入的。,"['日文的「師團」條目直接連結到英文的Division (Army)，考慮一下要不要把本條目合併到中文的「師」吧。', '—以上未簽名的留言是由超限術士（對話 -{|}- 貢獻）加入的。']","['The Japanese entry for ""四团"" is directly linked to the English entry for Division (Army). Consider whether to merge this entry into the Chinese entry for ""师"".', '—The above unsigned comment was added by Unlimited Warlock (talk -{|}- contributed).']","[('sd',), ('sd',)]"
东方抒情诗：已大幅扩充中国抒情诗，日本部分《万叶集》和《古今和歌集》已补充进条目；西洋抒情诗中的疏漏与错误已经订正；我亦觉得“主条目”设置不妥，已将部分主条目改成参见。 若还有需改进之处敬请提出。,"['东方抒情诗：已大幅扩充中国抒情诗，日本部分《万叶集》和《古今和歌集》已补充进条目；西洋抒情诗中的疏漏与错误已经订正；我亦觉得“主条目”设置不妥，已将部分主条目改成参见。', '若还有需改进之处敬请提出。']","['Oriental lyric poems: Chinese lyric poems have been greatly expanded, Japanese parts of ""Manyoshu"" and ""Kojin Waka Collection"" have been added into entries; omissions and mistakes in Western lyric poems have been corrected; I also feel that the ""main entry"" is not set properly, Some main articles have been changed to see also.', 'If there is still room for improvement, please let me know.']","[(), ('ad',)]"
在下認為這類瀏覽量大及近期編輯多的疫苗條目在移動前應先行討論。 中文混有英文和數字的“COVID‑19疫苗”在外界不會是最常用的，但描述上會較清晰。,"['在下認為這類瀏覽量大及近期編輯多的疫苗條目在移動前應先行討論。', '中文混有英文和數字的“COVID‑19疫苗”在外界不會是最常用的，但描述上會較清晰。']","['I believe that vaccine articles with a large number of views and recent edits should be discussed before moving.', 'The ""COVID‑19 vaccine"" in Chinese mixed with English and numbers will not be the most commonly used in the outside world, but the description will be clearer.']","[('sv',), ('sd',)]"
好像建造和海试期间叫001A，但交付海军时的报道中叫做002。 这是美国智库CSIS的报道（链接）。 同时，观察者网报道的交接仪式视频中的背景上写的是002航空母舰（链接）。,"['好像建造和海试期间叫001A，但交付海军时的报道中叫做002。', '这是美国智库CSIS的报道（链接）。', '同时，观察者网报道的交接仪式视频中的背景上写的是002航空母舰（链接）。']","['It seems that it was called 001A during construction and sea trials, but it was reported as 002 when it was delivered to the Navy.', 'This is a report from the US think tank CSIS (link).', 'At the same time, the background in the video of the handover ceremony reported by Observer.com is 002 aircraft carrier (link).']","[('sd',), ('sd',), ('sd',)]"
佐证是www.uk.cn，有问题吗？ 请看标题英国驻华使领馆，这个机构的“官方”性阁下想要质疑，只怕工程浩大。 英国殖民和外交一贯政策，是融合各地文化（曾有罗马情结的说法）。,"['佐证是www.uk.cn，有问题吗？', '请看标题英国驻华使领馆，这个机构的“官方”性阁下想要质疑，只怕工程浩大。', '英国殖民和外交一贯政策，是融合各地文化（曾有罗马情结的说法）。']","['The proof is www.uk.cn, is there a problem?', 'Please see the title of the British embassy and consulate in China. If you want to question the ""official"" nature of this institution, I am afraid that the project will be huge.', 'British colonial and foreign policy has always been to integrate cultures from all over the world (there was a saying of Roman complex).']","[('qy',), (), ('sv',)]"
第一个问题，从营运线路来看，台湾的线路并不属于大陆的营运组织管理，所以不需包含。 当然作为规划线路的话，这是允许的。,"['第一个问题，从营运线路来看，台湾的线路并不属于大陆的营运组织管理，所以不需包含。', '当然作为规划线路的话，这是允许的。']","['The first question, from the point of view of the operating routes, the routes in Taiwan are not managed by the operating organizations in the mainland, so there is no need to include them.', 'Of course, as a planned route, this is allowed.']","[('sv',), ('sd',)]"
新加坡被歸為「大中華區」是商業作法，因為新加坡流行文化與港台接近，做廣告行銷等都會把新加坡歸為「大中華區」。 這與身分認同無關。,"['新加坡被歸為「大中華區」是商業作法，因為新加坡流行文化與港台接近，做廣告行銷等都會把新加坡歸為「大中華區」。', '這與身分認同無關。']","['It is a commercial practice for Singapore to be classified as the ""Greater China Region"", because Singapore\'s popular culture is similar to Hong Kong and Taiwan, and advertising and marketing will classify Singapore as the ""Greater China Region"".', 'This has nothing to do with identity.']","[('sd',), ('sd',)]"
enwiki图片看不清容貌，介绍人物的条目至少要了解其相貌。 难道非要跟随enwiki吗？ 在下认为enwiki的图片最不适合作为条目模板的图片。,"['enwiki图片看不清容貌，介绍人物的条目至少要了解其相貌。', '难道非要跟随enwiki吗？', '在下认为enwiki的图片最不适合作为条目模板的图片。']","[""Enwiki pictures can't see the face clearly, and the entries that introduce people must at least understand their appearance."", 'Do you have to follow enwiki?', 'I consider enwiki images to be the least suitable images for entry templates.']","[('sv',), ('qy',), ('sd',)]"
跳傘消歧義  有數位用戶及IP用戶，多次在條目加上跳傘為消歧義告示。 我認為這是無聊而且不會為讀者帶來益處的做法，現行的大標題是雨傘革命、雨伞革命，讀者不可能把雨傘運動當作跳傘。 希望有共識決定。,"['跳傘消歧義  有數位用戶及IP用戶，多次在條目加上跳傘為消歧義告示。', '我認為這是無聊而且不會為讀者帶來益處的做法，現行的大標題是雨傘革命、雨伞革命，讀者不可能把雨傘運動當作跳傘。', '希望有共識決定。']","['Skydiving disambiguation There are several users and IP users who have added skydiving as a disambiguation notice to the entry many times.', 'I think this is boring and not beneficial to the readers. The current headline is Umbrella Revolution, Umbrella Revolution. It is impossible for readers to think of the Umbrella Movement as skydiving.', 'Hope there is a consensus decision.']","[('sd',), ('sv',), ()]"
