Sentence,dialog_acts
It's just written really badly.,"('sd',)"
"I haven't been able to find any sources, either, but I think Azai is the more correct reading in this case.","('sv',)"
"There is a town in Shiga Prefecture (home of the 浅井氏) that uses Azai as a reading (Nishiazai, Shiga, [Homepage]).","('sd',)"
"Additionally, the jawiki uses Azai for the clan name and all members.","('sd',)"
"Well, I went through and trimmed the rest of the non-tributes.",()
"Covering, spoofing, or just playing Rock me Amadeus is no more a tribute to Falco then it would be to Amadeus.",()
"Now the Simpsons actually calls it a tribute, that's obviously different.","('sd',)"
The term autopsy is not restricted to postmortem examinations of human beings; it is also applied to animal PMs.,"('sd',)"
"In addition, if you look at the etymology of the word, you will see it comes from the Greek autos + optos (self-seen), having nothing to do with whether the subject is human or not.","('sd',)"
"With the exception of Belarus, all of the flags are current.","('sd',)"
Maybe all flags should be changed to reflect the flags as they were in 1992.,"('sv',)"
"Sorry for the ping, but my wifi rarely works in weekends.","('sd',)"
I thought that the infobox images had to be updated or to be easier to distinguish.,"('sv',)"
If possible choose any image you want and revert it.,"('sd',)"
It would be interesting to establish how the CIA determines the levels of literacy in the world.,"('sv',)"
To state that South Africans have a 93% literacy level is highly questionable.,"('sd',)"
"There may be a narrow age band of citizens who are 93% literate, but to claim 93% for the entire country is irresponsible and appears to be a thumb-suck.","('sd',)"
"I was simply pointing out that not all tunnels are underground, you also have a history of other editors on your talk page addressing you about your mass removals of underground without any regard to contexts.","('sd',)"
I didn't realize that you were editwarring with multiple people across multiple articles either.,"('sd',)"
"Honestly that's another point that was brought up, not all caves are underground either.","('sd',)"
"This article includes the paragraph: Later, as the introduction of metal tools spread from one culture to another, during the Iron Age, advanced technology revolutionized warfare.","('sd',)"
Could you say that The National Assembly Of Wales is a hung parliment due to Peter Law defecting and thus being expelled from the Labour Party Maybe a hung assembly?,"('qy',)"
"If labour does not have 50% of the seats + one then technically, yes it could be a hung parliament.","('sv',)"
There appears to be no legitimate reason behind listing the name MI6 in the infobox.,"('sv',)"
"Firstly, it has been placed under the parameter nativename, which, is according to the template usage, an ; in this case, the article is in English so this parameter should not need to be used at all.","('sd',)"
"I have removed this claim, as it does not match up with the information available in the WWW (see reference) and in the GStore.","('sd',)"
Pages claiming Tencent refer to TiMi Studios or use it in a simply false context (as stated in the above context).,"('sd',)"
"I've moved the ports section to its own section like the other RE pages, such as RE1,2,4.","('sd',)"
"I greatly prefer each port having its own sub-section as well, for ease of navigation.","('sd',)"
Reply here if there are concerns.,()
I have generalized the genres to hard rock and heavy metal.,"('sd',)"
"There is no need for the other sub genres, the amount is above how much the template recommends and other genres are mentioned in the article.","('sv',)"
— Preceding unsigned comment added by Mistymountain546 (talk • contribs) We should try and determine which 2–4 genres are most widely attributed to Cooper.,"('ad',)"
"Option B - typically the words child marriage invokes the notion that the child (or children if it's a child-child marriage) is an actual child (and no, no matter what some legal definitions say, a 17 year old is not a child; a minor in must jurisdictions, yea, but a minor is not the same thing as a child).",()
"Hi Everyone My name is Brandy Greening, Im a female living with Turner Syndrome.","('fp',)"
I am now 20 years old and was diagnosed at Birth.,"('sd',)"
Now in reguards to this being a hurtful article.,"('sv',)"
"Discord and other back-channels should not be used for determining WP article content, or other matters here.","('sd',)"
We have talk pages for a reason.,"('sd',)"
It doesn't matter which is correct.,()
"The policy is verifiablity, not correctness.","('sv',)"
"If a reliable source says something, it doesn't matter one jot whether it is correct.","('sv',)"
"Not too familiar with IPA pronunciations, but as a lifelong Alaskan myself, I've always pronounced it Duh-nawllee, as in, Molly or Mohammed Duh Nali.","('sd',)"
"My Alaska Native friends, on the other hand, have more of a tendency to drop the e or schwa sound entirely, similar to the way people speaking Cockney English will often drop the t or h, pronouncing it more like they would Knik.","('sd',)"
I just did the same thing.,"('sd',)"
Both city and urban area make Guayaquil larger.,"('sd',)"
Someone doesn't like the numbers?,"('qy^d',)"
"I think the Zach Dunlap story is incorrect, or at the very least unsubstantiated.","('sv',)"
All references to it seem to draw from the same feelgood newspaper story (light on medical detail).,"('sv',)"
"It is not unlikely that a doctor or, more likely, a journalist made a mistake, so it is weak evidence against brain death being true death.","('sv',)"
Mr.,()
Negotiator added a link to Sonic the Hedgehog under a new 'Famous People from Christmas Island' section.,"('sd',)"
I deleted it thinking that it was simple vandalism.,"('sd',)"
Mr.,()
Negotiator reinserted it and informed me he intended it as a serious edit.,"('sd',)"
To much space in this article is taken up by a theory called differential accumulation.,()
"Checking that link demonstrates that the theory is mostly promoted by two political science professors (Bichler and Nitzan) at York University in Toronto, who have done some writing about stagflation, but it's by no means central to their research agenda.","('sd',)"
See also their chronological archive.,"('sd',)"
"Exceptions might include: for diseases which are so incredibly rare there are no secondary sources, or major historical breakthrough papers which are acknowledged as famously revolutionalizing their field.","('sd',)"
magazine I'm not sure this is really correct to say it is largely obsolete in English.,"('sv',)"
"Although there's a link to magazine (firearms), when I worked for a large defence company all of well anything that could blow you up basically was stored in a magazine, i.e.","('sd',)"
there were buildings known rather prosaically as the Eastern Magazine and the Western Magazine.,"('sd',)"
I disagree with the notion that articles on Wikipedia must always use one spelling/phrasing style exclusively for common nouns within them.,()
"I don't think the WP: MOS really requires that, and in some cases, that is simply not a practical possibility.","('sv',)"
"On September 13, 2007, 75.176.87.154 tagged the section United States non-ratification with a POV dispute tag.","('sd',)"
This was a hit and run tagging.,"('sd',)"
There is a new trailer for the game and it's called Star Ocean 4 so you don't have to delete the page.,"('sd',)"
You are able to see the trailer on youtube.com please go see the trailer for your selves and make your own conclusions.,()
"The trailer has been out for a while now, maybe about a month and a half.","('sd',)"
"okay, thank you for the clarification about BRD/ONUS.","('ft',)"
Regarding the specific edit summary.,"('+',)"
I didn't think it was practical to go into the required detail in the edit summary.,()
I don't know why the article says The next innovation in rack design has been the square-hole rack.,"('sd',)"
"Square-hole racks allow boltless mounting, such that the rack-mount equipment only needs to insert through and hook down into the lip of the square hole.","('sd',)"
The article seems to be a bit unbalanced - there is so much about conservation!,"('sv',)"
I kept wondering about the birds themselves.,"('sd',)"
"There was so little about them - their eating habits, breeding habits, etc.","('sd',)"
"Yes, of course - and if you don't mind, I'll copy any info you insert into User: RexxS/Narcosis (diving) in the hope that we'll get agreement to replace the article here.","('fc',)"
It's worth noting as well that the UK agencies (SAA and BSAC) both certify recreational divers to at CMAS** level.,"('sd',)"
"Like Chan, does anyone know if Norris was offered a part?","('qy',)"
I don't think this movie contains all the heroes as they advertise.,"('sv',)"
"Twthmoses rightly identifies the three crowns in Eric's union arms as representing the Kalmar Union, and not Sweden.","('sd',)"
But he objects to the idea that the dividing cross also refers to this union.,"('sd',)"
"We will probably never know for sure, but it is very likely 'not' a Dannebrog cross, which would only refer to one of the three kingdoms of this union.","('sv',)"
"thumb|here Hi, I tried to fix some weird layout problem but I didn't find out the real problem.","('sd',)"
"Somehow, all the edit-links occur in one row in the middle of (and overlaying) one section.","('sd',)"
See on the right hand side what I mean.,"('sd',)"
One of the biggest problems with Braveheart is the anachronistic portrayal of the ethnic groups involved.,"('sv',)"
Both the 'English' and 'Scottish' aristocracy at this period were neither English nor Scots but rather Norman-French.,"('sd',)"
Robert the Bruce was quite as French as Edward.,"('sd',)"
"It seems appropriate to add Benjamin's 25/9/40 letter to Henny Gurland and Adorno: Dans une situation sans issue, je n'ai d'autre choix que d'en finir.","('sv',)"
C'est dans un petit village dans les Pyrenees ou personne ne me connait ma vie va s'achever.,"('sd',)"
"Well, why don't you mosey on over to the Wikipedia page on the 54th Massachusetts Volunteer Regiment and your questions will be answered.","('ad',)"
Jefferson Davis (pbnuh) did not recognize the legitimacy of Black Union soldiers and was therefore going to treat them akin to escaped convicts rather than in the manner customary for prisoners of war.,"('sd',)"
The same went for the white officers.,"('sd',)"
The current article has the phrase although other sources attribute the change to a desire to make his name sound less Jewish and then links to a newspaper review of Ryding and Pechefsky.,"('sd',)"
The book review is not a scholarly source and does not substantiate its claim that Walter changed the name for a less Jewish one.,"('sd',)"
It needs a good copyedit.,()
I just had a look at the Biology section.,"('sd',)"
"These are just notes to consider for future editing - The evolution subsection is confusing - hard to know whether the Oxford DNA studies are different to the recent DNA studies mentioned in the first sentence - if the same, why are cassowaries not mentioned with the Oxford results etc.","('sd',)"
"I thought he formulated Charles' Law in 1802 (Jacques Charles just described, but Gay-Lussac derived the formula P/V=k).","('sd',)"
"This law in 1802 is sometimes called Gay-Lussac's law, or the Law of Charles and Gay-Lussac.","('sd',)"
This law relates pressure and volume.,"('sd',)"
