Sentence,Translated Sentence,dialog_acts
結論としては、間違っていたのは「比叡」の竣工年（1913→1914）1箇所でしたので修正しました。,"In conclusion, there was one mistake in the completion year of ""Hiei"" (1913 → 1914), so I corrected it.","('sd',)"
拘束力はありませんので常識と良識にあわせて編集することになりますね。,"It's not binding, so you'll have to edit it with common sense and decency.",()
世の中にはWikipediaをみるための端末としてWindowsとMacしか存在しない訳じゃないことを覚えておいてください。,Remember that Windows and Mac aren't the only devices out there for viewing Wikipedia.,"('sd',)"
先日、全面開港しましたが、建設推進運動は、利用促進運動になっています。,"The other day, the port was fully opened, but the construction promotion campaign has become a utilization promotion campaign.","('sd',)"
建設反対運動は下火になり、既に活動を休止した団体もあります。,"The anti-construction movement has died down, and some groups have already suspended their activities.","('sd',)"
ムダに取り消すのをやめてください。,Please stop undoing unnecessarily.,()
この件は編集者のChoms氏の会話ページでとりあげられていますが、荒らしと認定された人でもここでやったことは荒らしではなく記事の整理・修正です。,"This matter was picked up by the editor, Mr. Choms, on his talk page.","('sd',)"
加藤氏の経済学博士号位の取り扱いについては以前述べた通り専門分野を無視すべきではないです。,"Regarding the handling of Mr. Kato's doctoral degree in economics, as I said before, we should not ignore his area of ​​specialization.","('sv',)"
それについての私のコメントには返信をいただいてないので繰り返しません。,"I haven't received a reply to my comment about it, so I won't repeat it.","('sd',)"
そうですね。,I agree.,"('aa',)"
スタートレックの項目は書いてくれる執筆者が多いので読んでいて楽しいんですが、どうも感想というか個人的意見みたいな書き込みも多々在ります。,"There are many authors who write articles about Star Trek, so it's fun to read them, but there are also a lot of comments or personal opinions.","('sd',)"
あや、左様ですか。,"Aya, are you left-sama?","('qy',)"
本文側の名称に問題がある場合はノートも削除しておかないと駄目であると考えておりましたが……。,"I thought that if there was a problem with the name of the text, I had to delete the note as well...","('sd',)"
参考までに、「支那」は中国ではなく地域を指します。,"FYI, ""China"" refers to the region, not China.","('sd',)"
この為、中国以外の場所も含まれるそうです。,"For this reason, it seems that places other than China are also included.","('sv',)"
ちなみに「支那」という言葉を広めたのは泰の始皇帝。,"By the way, it was the First Emperor of Tai who popularized the word ""China"".","('sd',)"
15:55の版では再び「ガンジー」に移動されましたね。,"In the 15:55 version, it was moved to ""Gandhi"" again.","('sd',)"
言いたいことは上に同じく。,Same thing as above.,"('sd',)"
逆だと思いますが。,I think it's the other way around.,"('sv',)"
カード偽造および行使を行う犯罪者が、「加盟店での通報もあり得る」と知れば、犯罪抑止につながると思います。,"If criminals who forge or use credit cards know that ""they can also report at affiliated stores,"" I think it will lead to crime deterrence.","('sv',)"
しかしその符牒そのものを知らしめることは必要ないので、除去編集しました。,"However, there is no need to make the mark itself known, so I edited it to remove it.","('sd',)"
Kvjz8516さん、詳細なリストを作って頂き、ありがとうございます。,"Kvjz8516, thank you for the detailed list.",()
まだ言及していませんでしたが、これらの記事についても勿論、改名を行う必要があると思います。,"I haven't mentioned it yet, but I think these articles will of course need to be renamed as well.","('sv',)"
うっかり変な修正しちゃうとこだったのでメモ。,I made a note of it because I was about to make a strange fix.,"('sd',)"
