Sentence,Translated Sentence,dialog_acts
我反對單獨開新條目，支持把故事的概要放回去，還沒出完的篇章建議等全都結束再寫。,"I am opposed to opening a new article separately, and I support putting the outline of the story back. It is recommended to write the chapters that have not been finished until they are all over.","('sv',)"
由於已經有動畫條目，故沒有必要附上篇章對應的動畫集數。,"Since there are already animation entries, there is no need to attach the number of animation episodes corresponding to the chapters.","('sd',)"
洛克人系列是我見過最複雜的編輯歷史了。,The Mega Man series has the most complicated editorial history I've ever seen.,"('sd',)"
自2005年創建以來，其間數十人陸續增減內容，復以諸多網站大肆引用，至今已難知何處抄襲、何處為維基百科原有。,"Since its establishment in 2005, dozens of people have added or subtracted content one after another, and it has been widely cited by many websites. It is still difficult to know where it is plagiarized and where it is original to Wikipedia.","('sd',)"
also的条目不见得会有太多人去看。,The entries of also may not be read by too many people.,"('sv',)"
所以在原本条目中加上相关来源是坠吼的。,"Therefore, adding relevant sources to the original entry is a mistake.","('sv',)"
-おつかれ平成、よろしく令和。,"-おつかれ Heisei, よろしく Reiwa.",()
偏向用明成皇后或閔玆暎，因「閔妃」一詞有歧義，情況像天后條目改用媽祖的情況，因天后有不同意義。,"I prefer to use Empress Mingcheng or Min Ziying, because the word ""Concubine Min"" has ambiguity. The situation is similar to the situation where the entry of Tianhou is changed to Mazu, because Tianhou has different meanings.","('sd',)"
至於，正確性方面我並無意見，因對兩個名詞皆頗陌生。,"As for the correctness, I have no opinion, because I am quite unfamiliar with both terms.",()
但如Ws227所言常用性、普遍性亦應為考慮之列。,"However, as Ws227 said, common use and universality should also be considered.","('sv',)"
这2876建筑师和工程师都是有经过身份核实的，不是什么人都可以签名的，相关联署:。,"These 2876 architects and engineers have been verified, not everyone can sign, related signatures:.","('sd',)"
况且之前早就说了，有些有在媒体亮相，媒体可以证实他们的身份。,"Besides, as I said earlier, some of them have appeared in the media, and the media can confirm their identities.",()
這不是某些人士的說話，需要原文照搬。,"This is not the speech of some people, and the original text needs to be copied.","('sd',)"
此項違反Wikipedia:避免地域中心，本人及其他用戶已多次說明，我不再跟你浪費口水。,"This violation of Wikipedia:Avoid regional centers, I and other users have explained many times, I will not waste my saliva with you.","('sd',)"
三皇五帝的人选历代都有变更，没所谓最后的说法，也没所谓最正确的说法，因为这个称谓本身就是一个总括概称而已。,"The candidates for the Three Sovereigns and Five Sovereigns have changed throughout the dynasties. There is no such thing as the last statement or the most correct statement, because this title itself is just a general term.","('sd',)"
儒家礼法本身就在变革。,Confucian etiquette itself is changing.,"('sv',)"
我觉得可能有些偏意识形态化了。,I think it might be a bit ideological.,"('sv',)"
出于中立，请求将民主二字去掉。,"Out of neutrality, I request that the word ""democracy"" be removed.","('^q',)"
我将简繁转换和条目内的米夏埃尔重新改回迈克尔了。,I changed the Simplified-Traditional conversion and Michael in the article back to Michael.,"('sd',)"
同时，注意到页面移动也已经被AT移回去了。,"At the same time, notice that the page movement has also been moved back by AT.","('sd',)"
关于我使用书籍的原因，来源多，说明我水平牛逼啊，我认真负责啊，我连具体页码到第几页都标出来了，而且是我自己一页页地看，一页页地标注。,"Regarding the reasons why I use books, there are many sources, which shows that my level is good, and I am serious and responsible. I even marked the specific page number to the first few pages, and I read it page by page, and marked it page by page. .","('sd',)"
原來如此，看來美國政府在這方面還蠻隨和的啊。,"So, it seems that the US government is quite accommodating in this regard.","('sv',)"
如果我上面的語氣太過武斷，引人不滿，在此致歉。,Apologies if my tone above was too assertive and offending.,"('fa',)"
學術名詞資訊網真的蠻好用的，謝謝您的分享。,"The Academic Terms Information Network is really useful, thank you for sharing.","('sd',)"
名不正，则言不顺。,"If the name is not right, the words will not be right.","('sv',)"
虽然“加密货币”在目前媒体中已经占了绝对优势，但仍然有必要推动正名为“密码（学）货币”。,"Although ""encrypted currency"" has taken an absolute advantage in the current media, it is still necessary to promote the name ""crypto (scientific) currency"".","('sv',)"
這個堅持一開始的就不是很清楚目的是甚麼。,It was not very clear what the purpose of this insistence was at the beginning.,"('sd',)"
提出的人始終沒有很充分的理由以及足夠讓人信服的解釋方式。,The person who raised it has never had a good reason and a convincing way of explaining it.,()
(1)在下上面早已回覆您的說法。,(1) I have already answered your statement below.,"('sd',)"
(2)如果有瑣碎問題，是整理，而非全部刪除。,"(2) If there are trivial problems, they should be sorted out, not deleted entirely.",()
(3)您說「相关内容直接有关于他的乐队，而非他本人。,"(3) You say ""The content in question is directly about his band, not him.",()
」這句話，正不符合條目本身設定。,"""This sentence is not in line with the setting of the entry itself.","('^q',)"
"DuBois,但是DuBois的發音卻不是Du|Boi|is|。","DuBois, but DuBois is not pronounced Du|Boi|is|.","('sd',)"
該字是法語，大約發音是杜波亞/杜爸(對言語學沒認識)。,"The word is French, and the approximate pronunciation is Du Boya/Du Pa (I don't know linguistics).","('sd',)"
哪天參拜我想並非重點，重點是在於靖國為什麼被人認定有軍國主義味道，而刻意凸顯這種意味的才能視作挑釁。,"I don't think the point is to visit the shrine on which day. The point is why Yasukuni is considered to have a militaristic flavor, and only when it deliberately highlights this flavor can it be regarded as a provocation.",()
一中一的說法有點出這個問題，但很多人似乎都不曾去注意。,"There is a bit of a problem with the one-in-one statement, but many people seem to have never paid attention to it.","('sv',)"
我知道这个问题。,I know the problem.,"('sd',)"
目前这个回答还不算是可靠来源中发表的内容（要等到在可靠来源上公布了才算），我只是预先提一下而已。,"This answer is not yet published in reliable sources (it won't count until it is published in reliable sources), I just mentioned it in advance.","('sd',)"
抱歉，我认为这不妥。,"Sorry, I don't think this is appropriate.","('fa',)"
